"date_time","building_code","info_status","consumption",
10/16/2012 07:30:00 PM,RRG,Reliable,3868,
10/16/2012 07:30:00 PM,DEN,Reliable,11750,
10/16/2012 07:30:00 PM,HOR,Reliable,2518,
10/16/2012 07:30:00 PM,VML,Reliable,19590,
10/16/2012 07:30:00 PM,VML,Reliable,11180,
10/16/2012 07:30:00 PM,WMH,Reliable,10421,
10/16/2012 07:30:00 PM,WIL,Reliable,1516,
10/16/2012 07:30:00 PM,CAR,Reliable,4852,
10/16/2012 07:30:00 PM,HSH,Reliable,98660,
10/16/2012 07:30:00 PM,EMM,Reliable,480,
10/16/2012 07:29:53 PM,ELL,Reliable,20602,
10/16/2012 07:26:53 PM,ELL,Reliable,20600,
10/16/2012 07:25:07 PM,ELEC,Reliable,7648,
10/16/2012 07:24:53 PM,ELL,Reliable,20598,
10/16/2012 07:22:53 PM,ELL,Reliable,20596,
10/16/2012 07:20:53 PM,ELL,Reliable,20594,
10/16/2012 07:17:53 PM,ELL,Reliable,20592,
10/16/2012 07:15:53 PM,ELL,Reliable,20590,
10/16/2012 07:14:07 PM,ELEC,Reliable,7644,
10/16/2012 07:13:53 PM,ELL,Reliable,20588,
10/16/2012 07:11:53 PM,ELL,Reliable,20586,
10/16/2012 07:09:53 PM,ELL,Reliable,20584,
10/16/2012 07:06:53 PM,ELL,Reliable,20582,
10/16/2012 07:04:53 PM,ELL,Reliable,20580,
10/16/2012 07:04:07 PM,ELEC,Reliable,7640,
10/16/2012 07:02:53 PM,ELL,Reliable,20578,
10/16/2012 07:00:53 PM,ELL,Reliable,20576,
10/16/2012 07:00:00 PM,SEM,Reliable,2393,
10/16/2012 07:00:00 PM,SEM,Reliable,13552,
10/16/2012 07:00:00 PM,CRO,Reliable,13914,
10/16/2012 07:00:00 PM,EAT,Reliable,13748,
10/16/2012 07:00:00 PM,CHI,Reliable,10558,
10/16/2012 07:00:00 PM,UNH,Reliable,24936,
10/16/2012 07:00:00 PM,RHO,Reliable,1374,
